candidate_id,status,source_type,source_id,feed_url,retrieved_at,max_bm25,is_gap,gap_reason,suggested_tactic_ids,bridge_rationales,source_urls,promoted_pr_url,rejected_reason
candidate-rss-4d6b427ff23fe818,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,115.60688325800572,0,not_gap,detect;isolate;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.59,,
candidate-rss-443d3be0dc18ec18,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,96.05610470288953,0,not_gap,isolate;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.58,,
candidate-rss-8bfb497a06952324,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,120.02690225078577,0,not_gap,harden;isolate;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.57,,
candidate-rss-359fc1642a8d7ec4,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,32.04972985439025,0,not_gap,detect;harden;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.56,,
candidate-rss-b03036548c2b75ee,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,140.48471460568987,0,not_gap,harden;isolate;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.55,,
candidate-rss-5d1e498a38eeb7de,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,120.03184521144729,0,not_gap,harden;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.54,,
candidate-rss-1d088ddd868e9fb0,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,141.45346499461382,0,not_gap,harden;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.53,,
candidate-rss-86590a4374fe6c4a,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,107.97109731134032,0,not_gap,harden;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.52,,
candidate-rss-d367eb423fc4d406,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,124.75115464931321,0,not_gap,harden;isolate;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.51,,
candidate-rss-e08b98fed148f2ac,candidate,,,https://github.com/Significant-Gravitas/AutoGPT/releases.atom,2026-05-08T10:26:23Z,92.68613045158203,0,not_gap,harden;model,,https://github.com/Significant-Gravitas/AutoGPT/releases/tag/autogpt-platform-beta-v0.6.50,,
candidate-rss-28c839db65e4c2ff,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,148.38363330312805,0,not_gap,harden;model,,https://github.com/open-webui/open-webui/releases/tag/v0.9.2,,
candidate-rss-0efdfe2df2c8d7f9,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,54.47260342949805,0,not_gap,detect;harden;model,,https://github.com/open-webui/open-webui/releases/tag/v0.9.1,,
candidate-rss-ad64d563349d802c,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,188.28927356310845,0,not_gap,harden;model,,https://github.com/open-webui/open-webui/releases/tag/v0.9.0,,
candidate-rss-6fbcde5e5d6f4d12,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,93.83143825040693,0,not_gap,harden;model,,https://github.com/open-webui/open-webui/releases/tag/v0.8.12,,
candidate-rss-990eea506fb6a3c3,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,169.76567373296547,0,not_gap,harden;isolate;model,,https://github.com/open-webui/open-webui/releases/tag/v0.8.11,,
candidate-rss-f99623926a410d7f,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,125.37652041110474,0,not_gap,harden;model,,https://github.com/open-webui/open-webui/releases/tag/v0.8.10,,
candidate-rss-bb37982a330320ef,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,155.72246012877991,0,not_gap,harden;model,,https://github.com/open-webui/open-webui/releases/tag/v0.8.9,,
candidate-rss-700cdede27927aec,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,118.25316706495934,0,not_gap,harden;model,,https://github.com/open-webui/open-webui/releases/tag/v0.8.8,,
candidate-rss-831c6dbd62e3531b,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,79.68365271377797,0,not_gap,isolate;model,,https://github.com/open-webui/open-webui/releases/tag/v0.8.7,,
candidate-rss-ce7330e757cd83cf,candidate,,,https://github.com/open-webui/open-webui/releases.atom,2026-05-08T10:26:11Z,192.8527849046666,0,not_gap,harden;isolate;model,,https://github.com/open-webui/open-webui/releases/tag/v0.8.6,,
candidate-rss-0bc2527d5faee62d,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,65.97380801069949,0,not_gap,detect;harden;restore,,https://github.com/run-llama/llama_index/releases/tag/v0.14.21,,
candidate-rss-fa058186a803e0c9,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,92.4617554781782,0,not_gap,harden;model;restore,,https://github.com/run-llama/llama_index/releases/tag/v0.14.20,,
candidate-rss-0f62631884f5f55b,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,99.01752326290219,0,not_gap,harden;model;restore,,https://github.com/run-llama/llama_index/releases/tag/v0.14.19,,
candidate-rss-1986521ad88542be,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,82.67087763341475,0,not_gap,harden;model;restore,,https://github.com/run-llama/llama_index/releases/tag/v0.14.18,,
candidate-rss-6c3c4cf2111ae270,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,98.4544259221389,0,not_gap,harden;isolate;model,"CWE-502: Deserialization of untrusted data — pickle attacks on model weights, joblib/numpy artifacts; harden via safetensors, isolate load context. (conf 0.85; src https://cwe.mitre.org/data/definitions/502.html)",https://github.com/run-llama/llama_index/releases/tag/v0.14.16,,
candidate-rss-6142a7a3dc293c72,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,98.27018206902851,0,not_gap,harden;model;restore,,https://github.com/run-llama/llama_index/releases/tag/v0.14.15,,
candidate-rss-66903e44479c122b,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,108.86709458897066,0,not_gap,harden;model,,https://github.com/run-llama/llama_index/releases/tag/v0.14.14,,
candidate-rss-321d5c08ec1f1876,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,103.75218482723976,0,not_gap,harden;model;restore,,https://github.com/run-llama/llama_index/releases/tag/v0.14.13,,
candidate-rss-0b4cc17294726ef8,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,106.90806365884106,0,not_gap,harden;model;restore,,https://github.com/run-llama/llama_index/releases/tag/v0.14.12,,
candidate-rss-a82ddf11c8e74129,candidate,,,https://github.com/run-llama/llama_index/releases.atom,2026-05-08T10:26:00Z,14.77315155436205,0,not_gap,detect;harden;model,,https://github.com/run-llama/llama_index/releases/tag/v0.14.10,,
candidate-rss-34434d91dc0f019b,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,54.722395569128096,0,not_gap,harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.20.1,,
candidate-rss-7c5e3f18398bc56c,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,16.608903871982058,0,not_gap,detect;harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.20.2rc0,,
candidate-rss-f59b93b2b058190f,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,19.42455632351219,0,not_gap,detect;model,,https://github.com/vllm-project/vllm/releases/tag/v0.20.1rc0,,
candidate-rss-0a19820c0d1020c1,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,137.81757834935848,0,not_gap,harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.20.0,,
candidate-rss-8bbe018532a6c309,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,18.26906979400849,0,not_gap,detect;harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.20.0rc1,,
candidate-rss-909c764660c2b075,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,12.901796401716457,0,not_gap,detect;harden,,https://github.com/vllm-project/vllm/releases/tag/v0.19.2rc0,,
candidate-rss-b2987661bc7a04bd,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,40.393064256641615,0,not_gap,harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.19.1,,
candidate-rss-074c27009a41395d,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,19.89386592140322,0,not_gap,detect;harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.19.1rc0,,
candidate-rss-a547b0eb7cfaf1c4,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,98.69889866035489,0,not_gap,harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.19.0,,
candidate-rss-6044de71b2c3e5b7,candidate,,,https://github.com/vllm-project/vllm/releases.atom,2026-05-08T10:25:51Z,14.97401755788052,0,not_gap,detect;harden;model,,https://github.com/vllm-project/vllm/releases/tag/v0.19.0rc1,,
candidate-rss-ec8e49c90460873b,candidate,,,https://github.com/langchain-ai/langchain/releases.atom,2026-05-08T10:25:40Z,23.823769225345053,0,not_gap,evict;harden;model,,https://github.com/langchain-ai/langchain/releases/tag/langchain-core%3D%3D0.3.86,,
candidate-rss-e3c646e7b706bd1a,candidate,,,https://github.com/langchain-ai/langchain/releases.atom,2026-05-08T10:25:40Z,19.357768009245767,0,not_gap,harden;model,,https://github.com/langchain-ai/langchain/releases/tag/langchain-classic%3D%3D1.0.7,,
candidate-rss-925ab7076b2e1509,candidate,,,https://github.com/langchain-ai/langchain/releases.atom,2026-05-08T10:25:40Z,18.434571632812442,0,not_gap,model,,https://github.com/langchain-ai/langchain/releases/tag/langchain%3D%3D0.3.30,,
candidate-rss-55007e930f7591f5,candidate,,,https://github.com/langchain-ai/langchain/releases.atom,2026-05-08T10:25:40Z,116.64017589509453,0,not_gap,model;restore,,https://github.com/langchain-ai/langchain/releases/tag/langchain%3D%3D1.3.0a2,,
candidate-rss-7d62e88cdcc34b54,candidate,,,https://github.com/langchain-ai/langchain/releases.atom,2026-05-08T10:25:40Z,19.54998161008021,0,not_gap,harden;model,,https://github.com/langchain-ai/langchain/releases/tag/langchain-mistralai%3D%3D1.1.4,,
candidate-rss-068f8f6c5b2a0c1d,candidate,,,https://github.com/langchain-ai/langchain/releases.atom,2026-05-08T10:25:40Z,34.29825706406303,0,not_gap,harden;model,,https://github.com/langchain-ai/langchain/releases/tag/langchain-fireworks%3D%3D1.3.1,,
candidate-rss-6c1478fa97943a56,candidate,,,https://github.com/langchain-ai/langchain/releases.atom,2026-05-08T10:25:40Z,27.610423329221483,0,not_gap,harden;model,,https://github.com/langchain-ai/langchain/releases/tag/langchain-core%3D%3D1.3.3,,
